,speed
2021-04-03 14:07:38.749569+00:00,13.00
2021-04-03 14:07:39.431990+00:00,14.00
2021-04-03 14:07:39.664814+00:00,13.90
2021-04-03 14:07:40.438697+00:00,15.30
2021-04-03 14:07:40.958193+00:00,15.30
2021-04-03 14:07:41.424534+00:00,16.10
2021-04-03 14:07:41.718255+00:00,16.10
2021-04-03 14:07:42.424835+00:00,15.30
2021-04-03 14:07:42.804812+00:00,15.30
2021-04-03 14:07:43.664870+00:00,15.30
2021-04-03 14:07:44.440325+00:00,16.30
2021-04-03 14:07:44.674830+00:00,16.30
2021-04-03 14:07:45.442614+00:00,13.40
2021-04-03 14:07:45.743442+00:00,13.40
2021-04-03 14:07:46.452146+00:00,11.80
2021-04-03 14:07:46.885144+00:00,11.80
2021-04-03 14:07:48.013276+00:00,11.80
2021-04-03 14:07:48.463073+00:00,12.00
2021-04-03 14:07:48.664189+00:00,12.00
2021-04-03 14:07:49.462033+00:00,11.60
2021-04-03 14:07:49.784729+00:00,11.60
2021-04-03 14:07:50.469571+00:00,12.00
2021-04-03 14:07:50.764372+00:00,12.00
2021-04-03 14:07:51.468115+00:00,12.80
2021-04-03 14:07:51.784219+00:00,12.80
2021-04-03 14:07:52.473969+00:00,11.80
2021-04-03 14:07:52.644859+00:00,11.80
2021-04-03 14:07:53.487813+00:00,12.00
2021-04-03 14:07:53.984400+00:00,12.00
2021-04-03 14:07:54.494468+00:00,12.60
2021-04-03 14:07:54.724909+00:00,12.60
2021-04-03 14:07:55.477026+00:00,13.80
2021-04-03 14:07:55.898770+00:00,13.80
2021-04-03 14:07:56.500215+00:00,11.80
2021-04-03 14:07:56.699686+00:00,11.80
2021-04-03 14:07:57.488790+00:00,10.90
2021-04-03 14:07:58.048850+00:00,10.80
2021-04-03 14:07:58.488347+00:00,10.70
2021-04-03 14:07:58.717530+00:00,10.60
2021-04-03 14:07:59.509166+00:00,10.70
2021-04-03 14:07:59.772336+00:00,10.60
2021-04-03 14:08:00.498547+00:00,11.40
2021-04-03 14:08:01.019418+00:00,11.40
2021-04-03 14:08:01.525969+00:00,14.70
2021-04-03 14:08:01.780733+00:00,14.70
2021-04-03 14:08:02.510148+00:00,14.00
2021-04-03 14:08:03.065519+00:00,13.90
2021-04-03 14:08:03.536256+00:00,12.00
2021-04-03 14:08:03.642159+00:00,12.00
2021-04-03 14:08:04.527086+00:00,13.40
2021-04-03 14:08:05.040400+00:00,13.40
2021-04-03 14:08:05.515290+00:00,11.60
2021-04-03 14:08:07.060070+00:00,10.10
2021-04-03 14:08:07.514810+00:00,9.90
2021-04-03 14:08:07.605827+00:00,9.90
2021-04-03 14:08:08.532710+00:00,11.00
2021-04-03 14:08:09.107919+00:00,11.00
2021-04-03 14:08:09.533394+00:00,9.90
2021-04-03 14:08:09.678699+00:00,9.90
2021-04-03 14:08:10.546586+00:00,9.50
2021-04-03 14:08:11.054018+00:00,9.50
2021-04-03 14:08:11.536192+00:00,8.30
2021-04-03 14:08:11.628288+00:00,8.30
2021-04-03 14:08:12.534495+00:00,8.90
2021-04-03 14:08:12.775510+00:00,8.90
2021-04-03 14:08:13.541927+00:00,7.40
2021-04-03 14:08:13.679799+00:00,7.30
2021-04-03 14:08:14.546520+00:00,7.40
2021-04-03 14:08:14.802854+00:00,7.30
2021-04-03 14:08:15.560066+00:00,9.10
2021-04-03 14:08:16.044429+00:00,9.10
2021-04-03 14:08:16.574966+00:00,10.10
2021-04-03 14:08:16.642558+00:00,10.10
2021-04-03 14:08:17.569849+00:00,11.00
2021-04-03 14:08:18.119627+00:00,11.00
2021-04-03 14:08:18.567089+00:00,11.20
2021-04-03 14:08:18.696305+00:00,11.20
2021-04-03 14:08:19.575504+00:00,12.00
2021-04-03 14:08:20.061188+00:00,12.00
2021-04-03 14:08:20.586707+00:00,12.20
2021-04-03 14:08:20.734127+00:00,12.20
2021-04-03 14:08:21.577814+00:00,11.80
2021-04-03 14:08:22.007378+00:00,11.80
2021-04-03 14:08:22.586384+00:00,12.40
2021-04-03 14:08:23.064294+00:00,12.40
2021-04-03 14:08:23.580087+00:00,13.00
2021-04-03 14:08:23.707462+00:00,13.00
2021-04-03 14:08:24.584163+00:00,12.80
2021-04-03 14:08:25.083277+00:00,12.80
2021-04-03 14:08:25.589766+00:00,14.30
2021-04-03 14:08:25.651091+00:00,14.30
2021-04-03 14:08:26.590696+00:00,13.20
2021-04-03 14:08:27.059132+00:00,13.20
2021-04-03 14:08:27.598819+00:00,12.20
2021-04-03 14:08:28.074667+00:00,12.20
2021-04-03 14:08:28.614041+00:00,11.20
2021-04-03 14:08:28.722713+00:00,11.20
2021-04-03 14:08:29.599867+00:00,11.60
2021-04-03 14:08:30.029586+00:00,11.60
2021-04-03 14:08:31.127557+00:00,11.60
2021-04-03 14:08:31.606245+00:00,9.70
2021-04-03 14:08:31.826638+00:00,9.70
2021-04-03 14:08:32.630449+00:00,6.60
2021-04-03 14:08:33.035831+00:00,6.60
2021-04-03 14:08:34.114667+00:00,6.60
2021-04-03 14:08:34.646443+00:00,9.90
2021-04-03 14:08:34.770464+00:00,9.90
2021-04-03 14:08:35.625648+00:00,10.90
2021-04-03 14:08:36.066277+00:00,10.80
2021-04-03 14:08:36.634667+00:00,10.90
2021-04-03 14:08:37.121558+00:00,10.80
2021-04-03 14:08:37.644658+00:00,10.50
2021-04-03 14:08:37.838723+00:00,10.40
2021-04-03 14:08:38.637038+00:00,9.70
2021-04-03 14:08:38.938322+00:00,9.70
2021-04-03 14:08:39.657829+00:00,10.30
2021-04-03 14:08:40.167324+00:00,10.30
2021-04-03 14:08:40.655139+00:00,10.70
2021-04-03 14:08:41.157649+00:00,10.60
2021-04-03 14:08:41.662065+00:00,14.90
2021-04-03 14:08:41.837327+00:00,14.90
2021-04-03 14:08:42.962283+00:00,14.90
2021-04-03 14:08:43.658621+00:00,15.30
2021-04-03 14:08:44.075851+00:00,15.30
2021-04-03 14:08:44.680151+00:00,16.50
2021-04-03 14:08:45.255759+00:00,16.50
2021-04-03 14:08:45.676100+00:00,17.30
2021-04-03 14:08:45.843512+00:00,17.30
2021-04-03 14:08:46.664571+00:00,15.90
2021-04-03 14:08:46.963609+00:00,15.90
2021-04-03 14:08:47.670212+00:00,14.30
2021-04-03 14:08:48.122489+00:00,14.30
2021-04-03 14:08:48.669711+00:00,13.40
2021-04-03 14:08:49.249937+00:00,13.40
2021-04-03 14:08:49.694842+00:00,13.00
2021-04-03 14:08:49.822972+00:00,13.00
2021-04-03 14:08:50.689590+00:00,13.60
2021-04-03 14:08:51.130811+00:00,13.60
2021-04-03 14:08:51.687580+00:00,12.80
2021-04-03 14:08:52.213156+00:00,12.80
2021-04-03 14:08:52.703321+00:00,11.40
2021-04-03 14:08:52.794012+00:00,11.40
2021-04-03 14:08:53.707591+00:00,10.90
2021-04-03 14:08:54.020588+00:00,10.80
2021-04-03 14:08:54.707505+00:00,9.50
2021-04-03 14:08:55.223446+00:00,9.50
2021-04-03 14:08:55.708017+00:00,9.90
2021-04-03 14:08:55.863712+00:00,9.90
2021-04-03 14:08:56.726702+00:00,10.70
2021-04-03 14:08:57.171521+00:00,10.60
2021-04-03 14:08:57.731909+00:00,9.50
2021-04-03 14:08:57.913622+00:00,9.50
2021-04-03 14:08:58.732812+00:00,9.90
2021-04-03 14:08:59.213704+00:00,9.90
2021-04-03 14:08:59.719540+00:00,10.90
2021-04-03 14:09:00.308370+00:00,10.80
2021-04-03 14:09:00.733846+00:00,10.70
2021-04-03 14:09:00.988017+00:00,10.60
2021-04-03 14:09:01.746507+00:00,9.30
2021-04-03 14:09:02.010436+00:00,9.30
2021-04-03 14:09:02.726514+00:00,8.10
2021-04-03 14:09:03.106394+00:00,8.10
2021-04-03 14:09:03.737488+00:00,7.40
2021-04-03 14:09:04.231760+00:00,7.30
2021-04-03 14:09:04.745526+00:00,8.70
2021-04-03 14:09:04.981969+00:00,8.70
2021-04-03 14:09:05.750230+00:00,8.10
2021-04-03 14:09:06.172102+00:00,8.10
2021-04-03 14:09:06.738533+00:00,7.20
2021-04-03 14:09:06.913120+00:00,7.10
2021-04-03 14:09:07.739887+00:00,6.00
2021-04-03 14:09:08.035269+00:00,6.00
2021-04-03 14:09:08.747451+00:00,5.60
2021-04-03 14:09:09.251756+00:00,5.60
2021-04-03 14:09:09.764785+00:00,4.80
2021-04-03 14:09:09.993693+00:00,4.80
2021-04-03 14:09:10.747396+00:00,6.80
2021-04-03 14:09:11.159569+00:00,6.80
2021-04-03 14:09:11.766715+00:00,9.10
2021-04-03 14:09:11.934021+00:00,9.10
2021-04-03 14:09:12.756616+00:00,10.10
2021-04-03 14:09:13.107655+00:00,10.10
2021-04-03 14:09:13.760359+00:00,9.50
2021-04-03 14:09:14.131331+00:00,9.50
2021-04-03 14:09:14.759335+00:00,9.90
2021-04-03 14:09:14.788072+00:00,9.90
2021-04-03 14:09:15.758984+00:00,11.80
2021-04-03 14:09:15.920846+00:00,11.80
2021-04-03 14:09:16.771846+00:00,12.20
2021-04-03 14:09:17.025785+00:00,12.20
2021-04-03 14:09:17.765974+00:00,11.80
2021-04-03 14:09:18.184619+00:00,11.80
2021-04-03 14:09:18.775085+00:00,11.40
2021-04-03 14:09:18.907555+00:00,11.40
2021-04-03 14:09:19.793123+00:00,11.60
2021-04-03 14:09:20.202796+00:00,11.60
2021-04-03 14:09:20.773911+00:00,12.00
2021-04-03 14:09:21.329339+00:00,12.00
2021-04-03 14:09:21.780044+00:00,14.70
2021-04-03 14:09:21.948282+00:00,14.70
2021-04-03 14:09:22.805406+00:00,12.80
2021-04-03 14:09:23.271020+00:00,12.80
2021-04-03 14:09:23.789648+00:00,13.20
2021-04-03 14:09:23.849172+00:00,13.20
2021-04-03 14:09:24.809228+00:00,15.10
2021-04-03 14:09:25.220498+00:00,15.10
2021-04-03 14:09:25.790466+00:00,13.40
2021-04-03 14:09:25.955346+00:00,13.40
2021-04-03 14:09:26.816147+00:00,12.60
2021-04-03 14:09:27.273558+00:00,12.60
2021-04-03 14:09:27.797959+00:00,11.80
2021-04-03 14:09:28.019057+00:00,11.80
2021-04-03 14:09:28.807480+00:00,13.60
2021-04-03 14:09:29.320044+00:00,13.60
2021-04-03 14:09:30.313435+00:00,13.60
2021-04-03 14:09:30.808065+00:00,14.70
2021-04-03 14:09:30.989670+00:00,14.70
2021-04-03 14:09:32.280088+00:00,14.70
2021-04-03 14:09:32.810235+00:00,14.30
2021-04-03 14:09:33.036230+00:00,14.30
2021-04-03 14:09:33.812818+00:00,13.80
2021-04-03 14:09:34.253659+00:00,13.80
2021-04-03 14:09:34.832765+00:00,14.70
2021-04-03 14:09:34.969028+00:00,14.70
2021-04-03 14:09:35.815383+00:00,14.90
2021-04-03 14:09:37.307223+00:00,14.50
2021-04-03 14:09:37.837164+00:00,14.90
2021-04-03 14:09:38.044316+00:00,14.90
2021-04-03 14:09:38.825176+00:00,13.20
2021-04-03 14:09:39.182262+00:00,13.20
2021-04-03 14:09:39.849286+00:00,13.60
2021-04-03 14:09:40.274044+00:00,13.60
2021-04-03 14:09:40.848200+00:00,11.80
2021-04-03 14:09:40.978564+00:00,11.80
2021-04-03 14:09:41.844022+00:00,10.50
2021-04-03 14:09:42.149647+00:00,10.40
2021-04-03 14:09:42.839621+00:00,10.10
2021-04-03 14:09:43.225455+00:00,10.10
2021-04-03 14:09:43.849731+00:00,9.50
2021-04-03 14:09:44.089484+00:00,9.50
2021-04-03 14:09:44.851314+00:00,9.30
2021-04-03 14:09:45.109203+00:00,9.30
2021-04-03 14:09:45.857239+00:00,9.90
2021-04-03 14:09:46.166533+00:00,9.90
2021-04-03 14:09:46.880923+00:00,12.60
2021-04-03 14:09:46.962970+00:00,12.60
2021-04-03 14:09:47.870210+00:00,13.40
2021-04-03 14:09:48.189614+00:00,13.40
2021-04-03 14:09:48.870949+00:00,13.20
2021-04-03 14:09:49.287763+00:00,13.20
2021-04-03 14:09:49.881201+00:00,15.30
2021-04-03 14:09:50.410258+00:00,15.30
2021-04-03 14:09:51.055644+00:00,15.30
2021-04-03 14:09:51.894406+00:00,14.90
2021-04-03 14:09:52.186701+00:00,14.90
2021-04-03 14:09:52.892941+00:00,15.30
2021-04-03 14:09:53.282609+00:00,15.30
2021-04-03 14:09:53.898052+00:00,13.80
2021-04-03 14:09:54.285927+00:00,13.80
2021-04-03 14:09:54.917216+00:00,12.60
2021-04-03 14:09:55.400805+00:00,12.60
2021-04-03 14:09:55.905463+00:00,12.80
2021-04-03 14:09:56.057542+00:00,12.80
2021-04-03 14:09:56.916407+00:00,14.20
2021-04-03 14:09:57.203810+00:00,14.10
2021-04-03 14:09:57.920353+00:00,16.90
2021-04-03 14:09:58.125117+00:00,16.90
2021-04-03 14:09:58.925338+00:00,17.60
2021-04-03 14:09:59.137371+00:00,17.60
2021-04-03 14:09:59.919936+00:00,16.10
2021-04-03 14:10:00.182939+00:00,16.10
2021-04-03 14:10:00.919768+00:00,15.70
2021-04-03 14:10:01.194870+00:00,15.70
2021-04-03 14:10:01.943623+00:00,16.50
2021-04-03 14:10:02.395951+00:00,16.50
2021-04-03 14:10:02.925057+00:00,15.70
2021-04-03 14:10:03.141056+00:00,15.70
2021-04-03 14:10:03.930594+00:00,15.10
2021-04-03 14:10:04.267326+00:00,15.10
2021-04-03 14:10:04.929455+00:00,16.30
2021-04-03 14:10:05.363676+00:00,16.30
2021-04-03 14:10:05.943026+00:00,15.30
2021-04-03 14:10:06.110358+00:00,15.30
2021-04-03 14:10:07.248545+00:00,15.30
2021-04-03 14:10:07.966268+00:00,14.00
2021-04-03 14:10:08.159881+00:00,13.90
2021-04-03 14:10:08.948605+00:00,13.20
2021-04-03 14:10:09.286050+00:00,13.20
2021-04-03 14:10:09.952972+00:00,12.20
2021-04-03 14:10:10.212093+00:00,12.20
2021-04-03 14:10:10.952035+00:00,12.60
2021-04-03 14:10:11.231610+00:00,12.60
2021-04-03 14:10:11.979352+00:00,11.80
2021-04-03 14:10:12.154781+00:00,11.80
2021-04-03 14:10:12.980534+00:00,9.90
2021-04-03 14:10:13.245733+00:00,9.90
2021-04-03 14:10:13.973221+00:00,10.50
2021-04-03 14:10:14.114756+00:00,10.40
2021-04-03 14:10:14.977224+00:00,9.70
2021-04-03 14:10:15.220451+00:00,9.70
2021-04-03 14:10:15.981040+00:00,8.70
2021-04-03 14:10:16.127766+00:00,8.70
2021-04-03 14:10:16.988677+00:00,8.50
2021-04-03 14:10:17.270692+00:00,8.50
2021-04-03 14:10:18.200943+00:00,8.50
2021-04-03 14:10:18.990319+00:00,9.50
2021-04-03 14:10:19.240626+00:00,9.50
2021-04-03 14:10:20.140680+00:00,9.50
2021-04-03 14:10:20.994784+00:00,10.10
2021-04-03 14:10:21.263910+00:00,10.10
2021-04-03 14:10:21.990338+00:00,9.90
2021-04-03 14:10:22.184751+00:00,9.90
2021-04-03 14:10:22.995367+00:00,12.60
2021-04-03 14:10:23.249774+00:00,12.60
2021-04-03 14:10:23.991013+00:00,13.20
2021-04-03 14:10:24.372688+00:00,13.20
2021-04-03 14:10:24.994832+00:00,14.00
2021-04-03 14:10:25.157854+00:00,13.90
2021-04-03 14:10:26.019751+00:00,14.30
2021-04-03 14:10:26.262629+00:00,14.30
2021-04-03 14:10:27.012482+00:00,12.00
2021-04-03 14:10:27.224459+00:00,12.00
2021-04-03 14:10:28.021536+00:00,11.60
2021-04-03 14:10:28.566839+00:00,11.60
2021-04-03 14:10:29.014656+00:00,12.20
2021-04-03 14:10:29.319430+00:00,12.20
2021-04-03 14:10:30.018401+00:00,13.40
2021-04-03 14:10:30.342552+00:00,13.40
2021-04-03 14:10:31.025222+00:00,13.60
2021-04-03 14:10:31.367047+00:00,13.60
2021-04-03 14:10:32.043847+00:00,14.20
2021-04-03 14:10:32.229433+00:00,14.10
2021-04-03 14:10:33.038647+00:00,14.00
2021-04-03 14:10:33.556761+00:00,13.90
2021-04-03 14:10:34.030353+00:00,13.40
2021-04-03 14:10:34.577826+00:00,13.40
2021-04-03 14:10:35.044299+00:00,12.20
2021-04-03 14:10:35.357722+00:00,12.20
2021-04-03 14:10:36.032566+00:00,10.70
2021-04-03 14:10:36.281414+00:00,10.60
2021-04-03 14:10:37.042896+00:00,9.50
2021-04-03 14:10:37.445902+00:00,9.50
2021-04-03 14:10:38.045201+00:00,9.70
2021-04-03 14:10:38.333446+00:00,9.70
2021-04-03 14:10:39.057920+00:00,9.10
2021-04-03 14:10:39.145231+00:00,9.10
2021-04-03 14:10:40.047277+00:00,8.70
2021-04-03 14:10:40.291780+00:00,8.70
2021-04-03 14:10:41.048728+00:00,8.30
2021-04-03 14:10:41.299138+00:00,8.30
2021-04-03 14:10:42.053363+00:00,6.60
2021-04-03 14:10:42.324279+00:00,6.60
2021-04-03 14:10:43.071319+00:00,6.80
2021-04-03 14:10:43.623902+00:00,6.80
2021-04-03 14:10:44.063517+00:00,7.40
2021-04-03 14:10:44.375334+00:00,7.30
2021-04-03 14:10:45.060111+00:00,7.80
2021-04-03 14:10:45.537918+00:00,7.70
2021-04-03 14:10:46.060302+00:00,7.40
2021-04-03 14:10:46.265080+00:00,7.30
2021-04-03 14:10:47.060209+00:00,7.60
2021-04-03 14:10:47.587009+00:00,7.50
2021-04-03 14:10:48.092744+00:00,7.60
2021-04-03 14:10:48.353234+00:00,7.50
2021-04-03 14:10:49.086291+00:00,7.60
2021-04-03 14:10:49.184998+00:00,7.50
2021-04-03 14:10:50.093137+00:00,7.80
2021-04-03 14:10:50.314449+00:00,7.70
2021-04-03 14:10:51.093431+00:00,8.70
2021-04-03 14:10:51.433104+00:00,8.70
2021-04-03 14:10:52.095817+00:00,9.10
2021-04-03 14:10:52.317275+00:00,9.10
2021-04-03 14:10:53.104173+00:00,8.50
2021-04-03 14:10:53.569860+00:00,8.50
2021-04-03 14:10:54.117587+00:00,8.30
2021-04-03 14:10:54.235002+00:00,8.30
2021-04-03 14:10:55.526232+00:00,8.30
2021-04-03 14:10:56.121107+00:00,8.90
2021-04-03 14:10:56.717308+00:00,8.90
2021-04-03 14:10:57.121031+00:00,7.90
2021-04-03 14:10:57.437509+00:00,7.90
2021-04-03 14:10:58.127536+00:00,8.30
2021-04-03 14:10:58.647283+00:00,8.30
2021-04-03 14:10:59.142544+00:00,9.90
2021-04-03 14:10:59.346415+00:00,9.90
2021-04-03 14:11:00.142582+00:00,10.90
2021-04-03 14:11:00.553443+00:00,10.80
2021-04-03 14:11:01.134757+00:00,11.20
2021-04-03 14:11:01.462925+00:00,11.20
2021-04-03 14:11:02.131390+00:00,11.00
2021-04-03 14:11:02.487148+00:00,11.00
2021-04-03 14:11:03.137104+00:00,10.90
2021-04-03 14:11:03.593317+00:00,10.80
2021-04-03 14:11:04.139202+00:00,9.90
2021-04-03 14:11:04.505366+00:00,9.90
2021-04-03 14:11:05.140695+00:00,9.10
2021-04-03 14:11:05.488934+00:00,9.10
2021-04-03 14:11:06.146106+00:00,8.50
2021-04-03 14:11:06.584919+00:00,8.50
2021-04-03 14:11:07.150525+00:00,9.10
2021-04-03 14:11:07.413590+00:00,9.10
2021-04-03 14:11:08.679752+00:00,9.10
2021-04-03 14:11:09.147664+00:00,7.80
2021-04-03 14:11:09.397371+00:00,7.70
2021-04-03 14:11:10.156193+00:00,6.40
2021-04-03 14:11:10.659353+00:00,6.40
2021-04-03 14:11:11.152910+00:00,6.00
2021-04-03 14:11:11.525958+00:00,6.00
2021-04-03 14:11:12.162048+00:00,5.80
2021-04-03 14:11:12.555456+00:00,5.80
2021-04-03 14:11:13.651782+00:00,5.80
2021-04-03 14:11:14.164519+00:00,5.60
2021-04-03 14:11:14.338174+00:00,5.60
2021-04-03 14:11:15.166248+00:00,5.40
2021-04-03 14:11:15.477519+00:00,5.40
2021-04-03 14:11:16.202678+00:00,6.20
2021-04-03 14:11:16.376403+00:00,6.20
2021-04-03 14:11:17.180238+00:00,8.70
2021-04-03 14:11:17.684783+00:00,8.70
2021-04-03 14:11:18.180433+00:00,9.10
2021-04-03 14:11:18.537282+00:00,9.10
2021-04-03 14:11:19.200727+00:00,8.30
2021-04-03 14:11:19.693989+00:00,8.30
2021-04-03 14:11:20.186248+00:00,9.10
2021-04-03 14:11:20.318094+00:00,9.10
2021-04-03 14:11:21.542138+00:00,9.10
2021-04-03 14:11:22.193687+00:00,8.70
2021-04-03 14:11:22.305489+00:00,8.70
2021-04-03 14:11:23.192229+00:00,8.50
2021-04-03 14:11:23.504070+00:00,8.50
2021-04-03 14:11:24.200443+00:00,8.10
2021-04-03 14:11:24.770030+00:00,8.10
2021-04-03 14:11:25.216428+00:00,7.40
2021-04-03 14:11:25.677452+00:00,7.30
2021-04-03 14:11:26.197808+00:00,6.40
2021-04-03 14:11:26.565443+00:00,6.40
2021-04-03 14:11:27.223164+00:00,7.00
2021-04-03 14:11:27.728580+00:00,6.90
2021-04-03 14:11:28.211471+00:00,9.50
2021-04-03 14:11:28.534224+00:00,9.50
2021-04-03 14:11:29.208995+00:00,9.70
2021-04-03 14:11:29.388387+00:00,9.70
2021-04-03 14:11:30.214760+00:00,9.50
2021-04-03 14:11:30.557943+00:00,9.50
2021-04-03 14:11:31.216482+00:00,8.70
2021-04-03 14:11:31.590923+00:00,8.70
2021-04-03 14:11:32.233551+00:00,8.10
2021-04-03 14:11:32.600337+00:00,8.10
2021-04-03 14:11:33.223803+00:00,7.80
2021-04-03 14:11:33.718502+00:00,7.70
2021-04-03 14:11:34.238338+00:00,6.00
2021-04-03 14:11:34.600295+00:00,6.00
2021-04-03 14:11:35.230232+00:00,5.00
2021-04-03 14:11:35.506573+00:00,5.00
2021-04-03 14:11:36.244110+00:00,4.80
2021-04-03 14:11:36.585623+00:00,4.80
2021-04-03 14:11:37.240142+00:00,4.70
2021-04-03 14:11:37.621350+00:00,4.60
2021-04-03 14:11:38.238321+00:00,4.50
2021-04-03 14:11:38.689387+00:00,4.40
2021-04-03 14:11:39.260802+00:00,4.30
2021-04-03 14:11:39.628297+00:00,4.20
2021-04-03 14:11:40.247481+00:00,4.80
2021-04-03 14:11:40.550471+00:00,4.80
2021-04-03 14:11:41.249824+00:00,6.00
2021-04-03 14:11:41.860038+00:00,6.00
2021-04-03 14:11:42.260716+00:00,6.60
2021-04-03 14:11:42.588406+00:00,6.60
2021-04-03 14:11:43.245268+00:00,8.10
2021-04-03 14:11:43.387644+00:00,8.10
2021-04-03 14:11:44.252114+00:00,9.10
2021-04-03 14:11:44.574968+00:00,9.10
2021-04-03 14:11:45.269814+00:00,10.10
2021-04-03 14:11:45.772867+00:00,10.10
2021-04-03 14:11:46.268038+00:00,10.50
2021-04-03 14:11:46.875375+00:00,10.40
2021-04-03 14:11:47.271933+00:00,10.50
2021-04-03 14:11:47.577997+00:00,10.40
2021-04-03 14:11:48.261606+00:00,9.30
2021-04-03 14:11:48.718700+00:00,9.30
2021-04-03 14:11:49.276686+00:00,7.80
2021-04-03 14:11:49.580604+00:00,7.70
2021-04-03 14:11:50.300143+00:00,7.80
2021-04-03 14:11:50.600465+00:00,7.70
2021-04-03 14:11:51.270616+00:00,7.60
2021-04-03 14:11:51.710969+00:00,7.50
2021-04-03 14:11:52.285135+00:00,7.80
2021-04-03 14:11:52.649990+00:00,7.70
2021-04-03 14:11:53.269655+00:00,7.80
2021-04-03 14:11:53.743837+00:00,7.70
2021-04-03 14:11:54.277831+00:00,8.10
2021-04-03 14:11:54.760869+00:00,8.10
2021-04-03 14:11:55.832750+00:00,8.10
2021-04-03 14:11:56.282028+00:00,7.60
2021-04-03 14:11:56.547280+00:00,7.50
2021-04-03 14:11:57.301201+00:00,7.90
2021-04-03 14:11:57.935939+00:00,7.90
2021-04-03 14:11:58.344557+00:00,8.50
2021-04-03 14:11:58.687043+00:00,8.50
2021-04-03 14:11:59.345614+00:00,8.70
2021-04-03 14:11:59.679331+00:00,8.70
2021-04-03 14:12:00.352571+00:00,7.90
2021-04-03 14:12:00.901580+00:00,7.90
2021-04-03 14:12:01.376594+00:00,8.30
2021-04-03 14:12:01.677284+00:00,8.30
2021-04-03 14:12:02.338195+00:00,8.50
2021-04-03 14:12:02.731857+00:00,8.50
2021-04-03 14:12:03.368769+00:00,8.30
2021-04-03 14:12:03.876322+00:00,8.30
2021-04-03 14:12:04.350238+00:00,7.90
2021-04-03 14:12:04.748774+00:00,7.90
2021-04-03 14:12:05.389411+00:00,7.60
2021-04-03 14:12:05.757616+00:00,7.50
2021-04-03 14:12:06.355782+00:00,7.80
2021-04-03 14:12:06.843090+00:00,7.70
2021-04-03 14:12:07.357486+00:00,8.70
2021-04-03 14:12:07.972100+00:00,8.70
2021-04-03 14:12:08.396835+00:00,9.10
2021-04-03 14:12:08.644098+00:00,9.10
2021-04-03 14:12:09.357889+00:00,8.30
2021-04-03 14:12:09.916649+00:00,8.30
2021-04-03 14:12:10.692913+00:00,8.30
2021-04-03 14:12:11.401967+00:00,7.90
2021-04-03 14:12:11.860559+00:00,7.90
2021-04-03 14:12:12.372785+00:00,7.80
2021-04-03 14:12:12.745250+00:00,7.70
2021-04-03 14:12:13.397559+00:00,9.50
2021-04-03 14:12:13.705282+00:00,9.50
2021-04-03 14:12:14.372876+00:00,9.70
2021-04-03 14:12:14.677027+00:00,9.70
2021-04-03 14:12:15.399521+00:00,10.50
2021-04-03 14:12:15.712577+00:00,10.40
2021-04-03 14:12:16.408070+00:00,9.70
2021-04-03 14:12:16.880812+00:00,9.70
2021-04-03 14:12:17.412417+00:00,9.10
2021-04-03 14:12:18.007489+00:00,9.10
2021-04-03 14:12:18.382898+00:00,9.50
2021-04-03 14:12:18.623482+00:00,9.50
2021-04-03 14:12:19.412528+00:00,9.90
2021-04-03 14:12:19.791203+00:00,9.90
2021-04-03 14:12:20.413552+00:00,12.00
2021-04-03 14:12:20.721527+00:00,12.00
2021-04-03 14:12:22.427726+00:00,13.20
2021-04-03 14:12:23.433357+00:00,14.30
2021-04-03 14:12:25.440706+00:00,14.20
2021-04-03 14:12:25.716658+00:00,14.10
2021-04-03 14:12:27.447713+00:00,13.20
2021-04-03 14:12:28.476742+00:00,12.40
2021-04-03 14:12:29.484504+00:00,11.40
2021-04-03 14:12:30.482376+00:00,10.30
2021-04-03 14:12:31.494981+00:00,9.50
2021-04-03 14:12:31.905755+00:00,9.50
2021-04-03 14:12:32.459474+00:00,10.10
2021-04-03 14:12:32.809071+00:00,10.10
2021-04-03 14:12:33.493520+00:00,10.50
2021-04-03 14:12:34.499872+00:00,8.90
2021-04-03 14:12:35.469906+00:00,11.20
2021-04-03 14:12:36.469198+00:00,11.60
2021-04-03 14:12:37.479929+00:00,12.60
2021-04-03 14:12:38.529196+00:00,12.00
2021-04-03 14:12:38.675651+00:00,12.00
2021-04-03 14:12:39.528055+00:00,13.60
2021-04-03 14:12:40.492294+00:00,12.00
2021-04-03 14:12:41.533786+00:00,9.30
2021-04-03 14:12:42.490147+00:00,8.90
2021-04-03 14:12:43.522042+00:00,7.80
2021-04-03 14:12:44.505573+00:00,6.40
2021-04-03 14:12:45.529839+00:00,5.80
2021-04-03 14:12:45.666692+00:00,5.80
2021-04-03 14:12:46.506691+00:00,6.00
2021-04-03 14:12:47.542646+00:00,6.80
2021-04-03 14:12:48.548815+00:00,6.40
2021-04-03 14:12:49.543431+00:00,6.80
2021-04-03 14:12:50.530283+00:00,8.10
2021-04-03 14:12:51.546113+00:00,7.90
2021-04-03 14:12:51.629682+00:00,7.90
2021-04-03 14:12:52.532601+00:00,9.10
2021-04-03 14:12:53.528815+00:00,9.90
2021-04-03 14:12:54.529798+00:00,11.40
2021-04-03 14:12:55.553626+00:00,12.00
2021-04-03 14:12:56.534928+00:00,11.80
2021-04-03 14:12:57.545104+00:00,11.20
2021-04-03 14:12:58.586530+00:00,12.40
